,,,given,given,given,given,given,given,given,given,given,given,given,given
date,,,1,2,3,4,5,6,7,8,9,10,11,12
street,year,def,,,,,,,,,,,,
46.0,2019,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.22,1448.9299999999998,6740.995,11059.92
46.0,2020,1.0,18.93,99.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.57
46.0,2020,2.0,5366.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5366.11
46.0,2021,5.0,151.18,0.0,0.0,-151.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,2016,7.0,795.705,780.5,780.5,917.37,643.63,523.135,0.0,1349.895,902.895,869.6500000000001,853.03,937.945
47.0,2017,7.0,0.0,657.7925,450.00750000000005,524.8125,400.1375,35.625,500.0957142857142,307.432,321.60799999999995,293.256,286.166,413.7540000000001
47.0,2018,8.0,646.1028571428571,2421.8975,2255.76125,1898.2962499999999,1405.3125,806.9399999999999,919.5100000000001,884.68625,923.5587499999999,706.3544444444443,1097.02,3041.2488888888893
47.0,2019,8.0,687.45125,2452.2200000000003,2131.14875,1997.6825000000001,1608.43875,1035.10125,1135.73,1031.02625,866.44625,967.5699999999999,1042.0649999999998,1740.5010000000002
47.0,2020,1.0,875.3399999999999,1632.81,886.74,908.2750000000001,851.2750000000001,1915.275,2261.075,2227.405,2141.28,2029.98,2450.005,10292.645000000002
47.0,2020,2.0,0.0,16123.975,14521.58,12653.92,9629.88,5154.07,1826.86,2454.08,3680.11,4754.4,6275.81,58663.369999999995
47.0,2020,3.0,402.264,31.10666666666667,386.28,482.1800000000001,362.306,314.356,338.33,477.79857142857145,92.71285714285715,290.668,349.972,2389.5330000000004
47.0,2021,5.0,1131.6299999999999,1091.8799999999999,858.6800000000001,1174.03,950.105,972.63,3916.7,2084.5,4521.0,2345.75,2249.5,984.2250000000001
47.0,2021,9.0,16292.475,17589.27,15116.97,13172.72,12029.65,1328.195,4754.4,4939.82,2230.27,4939.82,4603.48,12534.53
47.0,2021,10.0,577.9571428571428,316.04,366.87,291.71666666666664,460.104,307.614,931.8800000000001,637.82,975.52,1086.37,665.125,294.23625000000004
48.0,2016,5.0,142486.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,2016,6.0,40031.590000000004,97366.62333333334,83357.29,67484.52333333333,49268.19,8025.243333333333,5293.446666666667,4141.616666666667,3721.5766666666664,2580.1133333333332,35024.176666666666,78062.75333333334
48.0,2016,7.0,8577.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,2017,6.0,105510.47200000002,89333.53666666668,62229.263333333336,63720.41333333333,31079.983333333334,3069.986666666666,3099.125,2915.46,2116.9,1789.775,51136.924999999996,93599.625
48.0,2018,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9737.346000000001,9166.504,10139.59,9663.68,15207.680000000002,29597.64833333333
48.0,2019,8.0,1038.0733333333335,14875.083999999999,20354.0075,16472.2975,12908.3325,12797.8875,9941.9875,12888.494999999999,0.0,6589.701428571428,14992.720000000001,24074.1675
48.0,2020,1.0,21843.0,48495.86,43657.07,37515.84,0.0,0.0,0.0,44901.83,0.0,41243.66,43736.09,200475.08500000002
48.0,2020,2.0,39854.47,37316.16,35019.79,30912.9,16232.25,0.0,0.0,0.0,0.0,0.0,18023.4,128924.96500000001
48.0,2020,3.0,1030.73,710.77,1637.37,1011.385,0.0,0.0,0.0,536.95,0.0,496.09999999999997,917.5799999999999,3738.6225000000004
49.0,2016,5.0,269501.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,2016,6.0,172539.93,562520.23,480241.67,369425.68,227523.57,38963.98,20628.19,20660.22,20158.49,16101.47,196303.78,467815.12
49.0,2016,7.0,9572.625,5879.86,5500.14,5879.86,5690.21,5788.21,6690.1,6691.17,6716.59,5314.4,5920.08,5919.33
49.0,2017,6.0,594421.12,562407.39,454621.77,380393.92,243647.68,27903.59,21153.98,21604.04,21404.02,17207.68,275175.99,464917.47
49.0,2017,7.0,6239.049999999999,6116.6,5524.66,6116.6,5919.32,6411.4,6843.01,7080.53,6975.16,5979.84,6270.66,6156.29
49.0,2018,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2328.364,2305.452,2551.3959999999997,2229.8,3560.972,9079.082857142856
49.0,2019,8.0,511.922,6682.012,6212.324,5083.384,4074.1699999999996,2166.014,1971.8799999999999,2383.21,0.0,2202.118,3914.424,6851.388000000001
49.0,2020,1.0,7435.5,12569.72,12752.04,11354.39,0.0,0.0,0.0,12697.5,0.0,13370.69,16041.68,60393.14
49.0,2020,2.0,24955.79,30748.15,25785.16,19045.71,13006.01,0.0,0.0,701.02,0.0,1141.29,1425.35,45818.65333333333
49.0,2020,3.0,269.82,320.6933333333333,341.67333333333335,331.92333333333335,0.0,0.0,0.0,114.25,0.0,303.84,302.62333333333333,1098.024285714286
50.0,2016,5.0,0.0,361369.1,331971.11,276974.04,320861.04,248059.3,280067.57,259103.29,357000.04,281206.36,286463.15,165815.18666666668
50.0,2016,7.0,881.86,1261.27,1199.74,1261.27,3521.9133333333334,1476.61,0.0,2211.8,1495.6,1424.94,3889.645,3804.4199999999996
50.0,2017,5.0,109032.09,367813.25,348550.69,332672.76,318718.64,310065.36,333160.4,374983.75,395046.08,350757.27,329240.03,173362.44499999998
50.0,2017,7.0,0.0,3988.135,4946.085,4663.45,5405.370000000001,7065.84,3792.0,5738.695,4749.264999999999,4630.53,5976.155,3572.5033333333336
50.0,2018,8.0,103672.3825,97646.818,84827.25,85561.128,67546.575,55238.56666666666,67954.61799999999,61473.16799999999,92476.8075,69146.464,76585.30799999999,85034.90499999998
50.0,2019,8.0,87208.95999999999,112444.13,103029.56000000001,73128.29666666666,76165.68,58036.71666666667,75427.464,64412.978,114381.25799999999,76674.482,84551.772,62269.55875
50.0,2020,1.0,352857.47,329098.15,348439.84,334632.85,289494.81,293577.73,240249.43,391970.38,445679.09,165336.63999999998,328231.66,2191124.165
50.0,2020,2.0,0.0,174637.87,169226.94,129691.24,90237.26,51211.59,12913.23,19868.09,18880.03,21978.69,25327.38,543732.355
50.0,2020,3.0,5929.906666666666,0.0,5791.2325,5290.950000000001,2811.7625,3404.16,4425.106666666667,2596.035,2160.36,1907.82,2169.2066666666665,26252.358000000007
50.0,2021,5.0,349112.27,320098.49,159928.74000000002,305680.63,291476.97,275392.4,275569.23,332928.79,346304.74,324196.24,314330.82,310667.61
50.0,2021,9.0,165611.89,214283.92,196529.57,137702.03,91668.08,43081.71,21879.11,21603.4,15686.5,21240.99,26229.59,81109.89
50.0,2021,10.0,2987.238,1812.72,2947.726666666667,2330.6433333333334,3888.645,625.5766666666667,4066.56,3912.59,3352.1000000000004,3697.96,3852.5099999999998,3963.995
51.0,2016,5.0,0.0,0.0,40086.49,42955.32,29279.99,33585.36,29940.77,30912.15,0.0,44852.28,32513.644999999997,36510.24
51.0,2016,6.0,0.0,0.0,38491.1,41666.47,23954.64,14169.47,0.0,0.0,0.0,0.0,0.0,27909.88
51.0,2016,7.0,0.0,0.0,663.9649999999999,1058.755,753.69,951.085,1058.755,2265.56,0.0,941.355,1068.83,1137.47
51.0,2017,5.0,44195.2,0.0,35190.34,29247.45,39834.28,31835.03,37829.4,46760.1,0.0,48494.78,0.0,39303.165
51.0,2017,6.0,36340.88,0.0,32959.05,24439.86,16909.18,3133.68,0.0,0.0,0.0,0.0,0.0,21490.65
51.0,2017,7.0,1176.695,0.0,1294.365,1039.415,1255.145,902.13,1117.8600000000001,941.94,0.0,1066.3875,0.0,1014.115
52.0,2016,5.0,0.0,40120.06,45638.65,46952.86,44165.97,46225.17,45094.86,46290.81,44200.5,39303.8,42111.89,43506.04
52.0,2017,5.0,47260.21,42539.76,41042.55,45552.98,41641.76,48098.02,43297.67,47600.1,58564.74,47664.58,56086.84,21691.77
52.0,2017,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10305.92,29101.67
52.0,2017,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.9000000000001
52.0,2018,8.0,34631.625,33355.45,21500.246666666666,28890.095,20589.505,11335.21,0.0,0.0,0.0,0.0,0.0,0.0
53.0,2016,5.0,0.0,58396.3,47012.77,50149.6,49656.83,44577.0,41901.51,43677.5,47371.37,46146.64,51139.55,50276.96
53.0,2017,5.0,50769.15,52688.9,47756.55,52417.61,53069.72,53792.93,52324.7,60978.62,62085.16,56563.94,59155.93,53645.44
54.0,2016,5.0,2738.01,0.0,2374.8500000000004,0.0,2111.27,1901.57,2313.74,1805.15,1800.75,1821.7,2061.64,2651.26
54.0,2016,7.0,0.0,80.31,80.31,80.31,80.31,40.155,80.31,503.46000000000004,41.955,125.86500000000001,83.91,83.91
54.0,2017,5.0,2745.18,2716.27,2656.83,2702.28,2686.25,7365.32,2123.32,1083.76,1104.04,1082.4,2392.7,3251.99
54.0,2017,7.0,125.86500000000001,0.0,102.8125,82.25,82.25,1028.125,82.25,82.9,82.9,0.0,0.0,96.71666666666665
54.0,2018,8.0,60155.06,46681.34,22182.375,29648.2575,17147.73,4515.105,0.0,0.0,0.0,0.0,0.0,0.0
55.0,2016,6.0,0.0,169342.17,172162.33,122906.38,85794.74,9958.72,-143658.69,0.0,0.0,0.0,20605.15,71338.55
55.0,2017,6.0,89147.77,0.0,110201.95999999999,92113.14,59917.6,16416.33,0.0,0.0,0.0,0.0,24833.33,90186.73
56.0,2016,6.0,0.0,114877.71,102583.55,73500.58,49000.38,13616.11,0.0,0.0,0.0,0.0,0.0,72169.42
56.0,2017,6.0,0.0,130808.51,94574.74,79576.71,49493.49,7476.08,0.0,0.0,0.0,0.0,0.0,87603.865
57.0,2016,5.0,0.0,623.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,2018,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.13,2324.34,0.0
58.0,2016,5.0,0.0,85.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,2016,6.0,0.0,0.0,62526.16499999999,43298.37,25672.33,3705.87,0.0,0.0,0.0,0.0,9260.25,34087.27
58.0,2017,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.05,0.0
58.0,2017,6.0,55689.93,64390.63,54194.72,47929.49,24331.67,6145.99,0.0,0.0,0.0,0.0,19767.15,37913.5
58.0,2018,8.0,57021.89,70912.46,64315.5,55865.54,20857.16,3274.78,0.0,167.52,0.0,0.0,0.0,0.0
59.0,2016,5.0,226.83,167.86,110.43,115.91,101.16,90.73,69.52,48.39,48.28,49.51,54.07,56.92
59.0,2017,5.0,58.16,57.88,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2016,6.0,0.0,0.0,0.0,10983.724999999999,0.0,3341.9500000000003,13564.63,0.0,0.0,0.0,1259.89,9633.97
60.0,2017,6.0,0.0,16973.68,19923.88,10794.94,0.0,4109.22,0.0,0.0,0.0,0.0,0.0,859.92
61.0,2016,5.0,34879.29,46472.08,36379.33,27182.65,23052.02,22398.47,19748.61,21715.46,18987.23,24477.32,21519.72,33089.44
61.0,2016,6.0,0.0,71378.41,55004.3,45148.04,27343.17,6835.8,0.0,0.0,0.0,0.0,14493.75,28987.5025
61.0,2016,7.0,0.0,169.37,193.57,193.57,96.785,120.97999999999999,193.57,100.91,41.04,55.50249999999999,75.685,56.76125
61.0,2017,5.0,36714.19,36514.56,13977.71,14046.89,13637.11,4222.23,3720.08,3426.04,0.0,0.0,354.26,1271.41
61.0,2017,6.0,0.0,32007.0325,22867.92,13849.585,6924.79,0.0,0.0,0.0,0.0,16444.245,24913.03,34286.25
61.0,2017,7.0,0.0,12.614999999999998,0.0,0.0,12.614999999999998,25.229999999999997,0.0,0.0,0.0,0.0,0.0,0.0
61.0,2018,8.0,36917.325,2421.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,2016,5.0,1407.5049999999999,1862.855,1758.745,1282.78,1311.8799999999999,1449.76,1354.99,1456.27,1817.8500000000001,1828.855,1489.56,1778.7749999999999
62.0,2016,6.0,0.0,89184.08249999999,143117.5,60024.325,32315.805,4650.455,0.0,0.0,0.0,0.0,18144.205,73835.6375
62.0,2016,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0,0.0,34.51,7.74
62.0,2017,5.0,1621.635,1969.2849999999999,1823.58,1712.08,1648.2150000000001,2088.635,1522.65,1890.26,1503.745,1678.675,1673.875,2078.215
62.0,2017,6.0,0.0,91845.655,71737.175,60173.994999999995,32396.39,4662.05,0.0,0.0,0.0,0.0,19679.079999999998,53981.12666666667
62.0,2017,7.0,0.0,107.625,110.57000000000001,38.33,0.0,7.744999999999999,0.0,16.1,31.81,0.0,0.0,92.2275
62.0,2018,8.0,2116.04,34323.53166666667,40318.7975,22642.428333333333,12434.793333333335,3404.2625000000003,1119.57,594.39,772.3975,2016.69,19305.2625,19683.68125
63.0,2016,5.0,5895.375,3609.83,2466.06,2284.51,2066.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,2016,6.0,0.0,122077.82,87513.56,79180.24,41254.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,2016,7.0,0.0,5.67,5.67,5.67,5.67,292.25,-292.25,0.0,0.0,0.0,0.0,0.0
64.0,2016,6.0,0.0,17030.49,11862.88,9807.15,5620.25,1037.29,0.0,0.0,0.0,0.0,5865.43,10033.47
64.0,2017,6.0,13673.42,14559.85,10835.015,5620.25,0.0,2640.38,0.0,0.0,0.0,0.0,15375.06,31502.75
64.0,2018,8.0,44380.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,2016,7.0,0.0,0.0,157.64,0.0,157.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,2016,5.0,0.0,25561.8,0.0,0.0,0.0,0.0,0.0,14381.1,14381.1,14381.1,22853.03,26382.995000000003
66.0,2016,7.0,0.0,981.71,0.0,940.8050000000001,0.0,1411.2125,777.19,1397.69,1354.01,742.5250000000001,829.875,1310.33
66.0,2017,5.0,0.0,24265.02,22853.03,25677.0,14381.1,21441.04,11557.12,12969.11,-3842.2874999999995,9614.64,5838.64,8198.64
66.0,2017,7.0,524.135,0.0,0.0,0.0,1146.54125,1048.265,960.9100000000001,1135.62,1048.265,1135.62,1135.62,808.0400000000001
66.0,2018,8.0,260288.0,8134.343333333333,121591.246,4556.536666666667,40253.244,41380.1,22105.7275,0.0,0.0,0.0,0.0,0.0
67.0,2016,6.0,0.0,0.0,63134.990000000005,69731.18,52842.02,44578.66,36750.22,0.0,0.0,20591.12,22381.25,57968.350000000006
67.0,2017,6.0,0.0,29226.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-989.59,0.0,0.0
68.0,2016,6.0,35700.0,137700.0,137700.0,137700.0,11449.5,21420.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,2017,6.0,0.0,0.0,0.0,137807.7225,42852.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,2016,5.0,28398.48,23959.83,25827.73,25162.89,20413.98,19704.81,19489.53,22259.99,23311.93,23961.43,23806.12,26764.23
69.0,2017,5.0,28910.46,0.0,0.0,26663.043333333335,21306.89,18151.1,22789.48,22090.56,-9947.489999999998,14778.32,13371.76,16170.720000000001
69.0,2018,8.0,0.0,6285.389999999999,6516.636666666666,5254.863333333334,5641.886666666666,5284.740000000001,4984.2266666666665,5883.396666666667,5907.510000000001,5722.7300000000005,5594.343333333333,6932.29
69.0,2019,8.0,11050.07,9632.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,2016,7.0,622.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,2016,6.0,0.0,56075.8,91767.5,62480.0,16879.9,6601.85,0.0,0.0,0.0,34272.205,107822.16,50206.675
71.0,2017,6.0,138759.84,57618.01666666666,32670.373333333333,52255.0,59891.32000000001,32468.4,0.0,0.0,26499.43,29560.063333333335,48519.0,100024.72
71.0,2018,8.0,19564.91,18099.326666666664,10634.9,49001.005000000005,23497.7825,27570.39,11802.29,12693.56,19890.643333333333,26307.475,39083.82,86187.1275
71.0,2019,8.0,34623.87,23034.47,56642.9625,30086.653333333335,13903.29,8764.615,3410.09,6925.5,3145.87,961.0166666666665,0.0,0.0
72.0,2016,6.0,0.0,88470.0,94870.44,86974.44,28123.5,22563.0,0.0,0.0,34732.31,34499.69,78211.0,80560.0
72.0,2017,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22887.28,9383.36
72.0,2017,6.0,89371.25,90630.0,80157.2,59715.1,45315.0,32727.5,0.0,0.0,0.0,0.0,123960.81,167906.835
72.0,2017,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.64
72.0,2018,8.0,4399.04,109276.37,97604.7,96748.68,74788.3,59063.015,20617.745,2392.45,3020.61,3189.94,59815.04,45967.1325
72.0,2019,8.0,701.9,713.79,73699.94333333334,713.79,61203.25666666666,31687.145,17055.055,425.28,0.0,0.0,0.0,0.0
72.0,2021,9.0,78994.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74823.98
73.0,2016,5.0,0.0,1176.28,168.86,84.42,0.0,56.29,433.68,51.25,29.29,109.84,161.11,116.93
73.0,2017,5.0,87.87,197.71,87.87,36.61,0.0,0.0,0.0,0.0,-31.23,-114.51,0.0,0.0
74.0,2016,5.0,0.0,221.92,239.75,228.05,0.0,130.795,226.42,238.01,325.92,190.83,175.62,175.62
74.0,2017,5.0,175.62,175.62,175.62,175.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,2016,5.0,0.0,0.0,0.0,0.0,0.0,210.03,109.0,0.0,0.0,0.0,0.0,0.0
76.0,2016,5.0,0.0,0.0,39.4,11.26,0.0,16.88,11.26,0.0,0.0,0.0,76.88499999999999,0.0
77.0,2016,6.0,0.0,29691.01,17267.52,11300.89,0.0,4828.395,0.0,0.0,0.0,775.19,6761.44,12953.34
77.0,2016,7.0,0.0,0.0,42.94,0.0,0.0,26.324999999999996,0.0,0.0,0.0,0.0,49.705,346.08
78.0,2016,6.0,0.0,13348.54,25179.1,20214.05,0.0,9594.7,0.0,0.0,0.0,0.0,0.0,7215.6
78.0,2016,7.0,0.0,105.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,2017,6.0,0.0,0.0,0.0,31306.61,4290.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,2016,6.0,0.0,18504.06,9919.39,9919.4,0.0,9919.384999999998,9919.39,10209.1,10209.1,10209.1,10209.1,10209.1
79.0,2016,7.0,0.0,122.36,122.84,122.38,0.0,122.75,115.59,73.49,67.18,65.0,75.01,75.84
79.0,2017,6.0,9156.25,10209.1,10209.1,10209.1,-1646.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,2017,7.0,76.1,126.17,65.93,132.22,-20.64,0.0,0.0,0.0,-0.47,0.0,0.0,0.0
79.0,2019,8.0,0.0,6089.415,65.71000000000001,8023.803333333333,3966.8000000000006,5572.84,3963.1666666666665,4038.3300000000004,0.0,-5960.7775,0.0,0.0
80.0,2016,6.0,0.0,147837.26,142052.65,101340.64,75968.88,41371.0,2937.8633333333332,0.0,0.0,23111.78,58711.61,111586.705
80.0,2016,7.0,0.0,432.28999999999996,467.51666666666665,367.71000000000004,498.52333333333337,501.3033333333333,581.6033333333334,880.1166666666667,1068.0149999999999,813.1866666666666,316.1933333333333,239.57333333333338
80.0,2017,6.0,0.0,127607.88,135168.46,85637.43,80806.02,53108.48,26443.6,0.0,0.0,118.23999999999978,59939.03,144822.6
80.0,2017,7.0,0.0,283.92333333333335,273.87666666666667,265.07666666666665,341.69666666666666,392.7033333333333,471.34666666666664,759.83,854.145,156.44833333333335,621.4900000000001,920.79
80.0,2018,8.0,10939.875,73653.715,39815.91249999999,14101.213333333333,19541.234,14112.178,10146.145,9805.913333333332,30505.47,32009.35,4918.26,21920.30999999999
80.0,2019,8.0,24696.19,39957.352,35126.270000000004,27329.275999999994,20652.71,14659.605000000001,3603.7825,6395.118333333332,907.52,2366.78,0.0,0.0
81.0,2016,7.0,0.0,253.325,463.715,0.0,420.78749999999997,360.645,317.72,276.25,288.72,384.96,240.6,336.84
81.0,2017,7.0,0.0,288.72,336.84,336.84,336.84,336.84,404.21,0.0,0.0,0.0,0.0,508.4916666666666
81.0,2018,8.0,0.0,23187.447500000002,18180.272500000003,19289.572500000002,15217.287499999999,11743.9675,9466.804999999998,10622.866666666667,9777.953333333333,7158.137500000001,17622.967500000002,26849.445714285717
81.0,2019,8.0,0.0,19048.885000000002,22226.864999999998,18027.7125,15210.599999999999,5426.09,167.58,8927.3725,0.0,0.0,1669.82,5420.313333333333
82.0,2016,5.0,0.0,247052.4,587483.82,439717.16,354549.59,607130.52,185927.775,521167.84,469989.57,486931.96,184617.64333333334,527297.415
82.0,2016,6.0,0.0,292736.51,286155.34,299725.76,178043.46,126767.89,33845.31,0.0,0.0,0.0,0.0,214113.18
82.0,2017,5.0,0.0,382181.39,426204.85,451693.63,408047.81,573817.24,205850.25,534743.55,-272933.98666666663,70521.0,169208.5,248064.7666666667
82.0,2017,6.0,0.0,325167.77,285056.09,226004.85,189174.51,127118.26,66415.88,0.0,0.0,-5589.649999999999,96077.18,181025.83333333334
82.0,2018,8.0,0.0,253205.375,316802.89,296124.655,243432.84499999997,183879.095,228730.47,287810.5,109507.00666666667,340328.28,128342.73,360303.73250000004
82.0,2019,8.0,0.0,257070.065,268590.2,313498.64666666667,206928.92,219289.65,178557.29499999998,388497.6,146438.70666666667,93836.3925,239684.65,234835.43000000002
83.0,2016,5.0,0.0,7025.78,68482.83,59460.25,29883.36,73659.72,45789.07,70027.17,62321.91,66174.53,50022.99,63381.295
83.0,2016,6.0,0.0,56861.11,59923.56,60864.1,11364.015,21966.29,7138.74,0.0,0.0,0.0,8078.33,46641.05
83.0,2016,7.0,0.0,512.145,808.65,539.1,321.64250000000004,485.19000000000005,431.28000000000003,563.61,479.20000000000005,569.05,149.75,748.71
83.0,2017,5.0,0.0,49893.26,45606.99,72054.53,49664.27,81145.87,0.0,0.0,-101559.8,0.0,73287.44,19031.04
83.0,2017,6.0,0.0,55180.16,61141.4,47752.43,32867.49,27260.85,0.0,0.0,0.0,-1233.656,385.93,1518.19
83.0,2017,7.0,0.0,266.405,224.715,199.745,124.845,1048.69,0.0,0.0,0.0,0.0,-26.758000000000003,0.0
83.0,2018,8.0,0.0,3534.695,4620.155,7290.995,8252.93,9552.55,8178.7,15777.07,18091.38,18901.9,8601.685000000001,8590.7875
83.0,2019,8.0,0.0,8917.11,7962.349999999999,11938.376666666669,1167.55,9450.025,9626.710000000001,19375.92,24908.4,20091.96,10303.185000000001,10368.177500000002
84.0,2016,6.0,0.0,120000.0,122400.0,0.0,52800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,2016,6.0,0.0,61606.51,53646.12,22496.76,30111.05,21458.45,0.0,0.0,0.0,0.0,0.0,0.0
86.0,2016,6.0,0.0,97047.97,79801.49,73078.29,49400.92,34785.27,10099.42,0.0,0.0,0.0,0.0,0.0
87.0,2016,6.0,0.0,0.0,0.0,0.0,68346.74,27612.59,4554.33,0.0,0.0,0.0,21719.02,0.0
87.0,2016,7.0,0.0,0.0,0.0,0.0,5665.525,167.62,167.62,801.175,174.17000000000002,313.505,0.0,0.0
88.0,2016,7.0,0.0,4262.185,5046.639999999999,3713.0699999999997,3816.205,0.0,0.0,0.0,0.0,3273.7920000000004,481.86400000000003,3573.06
88.0,2017,7.0,0.0,3297.49,2227.16,2549.81,2391.68,4415.29,0.0,2400.07,3345.86,2538.24,490.5869230769231,2027.1533333333334
88.0,2018,8.0,0.0,2538.24,2376.715,2838.215,2584.39,2699.76,3115.1099999999997,4107.09,1403.3450000000003,3889.21,6233.455,1660.3125
88.0,2019,8.0,0.0,3643.505,4502.545,3199.175,4384.055,2843.71,3939.725,6431.995,3338.338333333333,1432.3266666666668,5791.799999999999,2399.3425
89.0,2016,5.0,0.0,66288.27,63189.0,65696.5,61905.16,52236.24,63439.75,64248.37,57092.72,59390.8,60164.09,69770.31
89.0,2017,5.0,0.0,74203.11,69955.46,68049.47,65631.58,57343.22,59913.59,63508.91,-76884.31333333334,24685.6,30255.2,31834.04
89.0,2018,8.0,0.0,25049.04,0.0,24846.08,23399.4,27470.4,24454.32,30193.08,25686.81,27985.82,42371.25,26295.97
89.0,2019,8.0,0.0,25023.17,33105.02,22726.66,35147.52,28372.03,22451.9,34033.32,32497.2,34437.24,29779.92,38546.82
90.0,2016,6.0,0.0,55494.52,90543.69,65647.65,0.0,59152.425,12807.240000000002,5356.05,4590.9,5356.05,33164.94,73599.44
90.0,2016,7.0,0.0,270.62,338.28,270.62,0.0,947.175,541.245,1011.37,311.19,311.19,311.19,311.19
90.0,2017,6.0,0.0,103133.59,89458.16,90817.7,65378.2,18211.943333333333,19102.385,2754.54,5356.05,0.0,26946.53,160561.79499999998
90.0,2017,7.0,0.0,1089.16,622.38,1011.37,1400.355,544.585,311.19,894.615,1163.0,1163.0,1699.77,1341.925
90.0,2018,8.0,0.0,22744.873333333337,24850.96666666667,18073.60666666667,11040.676666666666,2379.67,7541.382857142858,1550.5974999999999,3118.6433333333334,4219.446,8432.15,28955.15166666667
90.0,2019,8.0,0.0,31764.646666666667,18085.13,20972.36333333333,26099.486666666668,12151.939999999997,5320.202857142858,2457.6475,3984.618,3915.293333333333,15782.203333333331,46899.27166666667
91.0,2016,5.0,48568.22,55610.13,47043.71,51776.48,41453.4,30215.87,25626.5,26524.62,2076.8233333333333,6588.34,2991.2699999999995,11930.82
91.0,2016,6.0,22227.85,83065.47,70960.98,56710.3,44522.49,3020.07,3165.47,3057.38,2773.85,2323.36,27809.43,69067.54
91.0,2016,7.0,3969.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,2017,5.0,37790.11,87477.93,-37506.06333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,2017,6.0,77590.73,78036.49,-35155.433333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,2021,5.0,0.0,35619.81,38264.85,38671.28,28110.05,23525.89,22723.71,19190.05,22561.76,22276.14,18106.38,0.0
91.0,2021,9.0,0.0,87375.52,67170.73,52220.3,44009.06,21028.49,-518.0450000000003,3719.08,0.0,0.0,0.0,0.0
91.0,2021,10.0,0.0,77.84,198.07,573.83,660.7433333333333,2206.33,-554.28,0.0,40.425,0.0,0.0,0.0
92.0,2016,5.0,155.56,146.92,167.19,54.02,89.7,352.12,444.25,131.5,40.63,102.26,505.02,139.11
92.0,2016,6.0,6556.29,31148.76,27768.26,20216.57,13852.33,1373.72,0.0,0.0,0.0,0.0,7924.62,24892.23
92.0,2017,5.0,103.98,548.18,614.84,94.22,138.43,289.68,413.06,493.22,731.53,0.0,0.0,0.0
92.0,2017,6.0,30630.53,30090.25,23509.23,19029.49,14754.49,768.68,0.0,0.0,0.0,0.0,0.0,0.0
93.0,2016,5.0,2755.51,2072.92,5676.67,1644.32,3199.23,0.0,2071.93,987.23,3520.12,668.98,0.0,730.7599999999993
